"ET.estat";"i.id0";"i.name.no";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"Egenskap";"Samsvar m/tilstand";"Ref.verdi";"i.description";"i.cpl";"i.comments.all"
"i: coas.t";"vs.74";"Biomasse rovdyr";"NTNU (James Speed)";"1907";"10";"kommune";"B3";"fb";"u";"mod";"The indicator compares the observed and expected biomass of carnivores, where the expectation is based on ungulate biomass";"";"expected biomass estimates are derived from global relationships between vertebrate prey and predators (Hatton et al 2015) | NIBIO: doubtful if global relationships are meaningful for specific ecosystem types ### i.etlink: cc?"
"i: coas.t";"fj.11, vs.02";"Konnektivitet";"Statens kartverk*/NIBIO";"2021";"Inf";"kommune";"C1";"lm";"p";"mod";"The indicator is the mean distance from the centre of each mountain area to the nearest infrastructure object (roads, power lines, buildings etc), agricultural area or forest area";"qo.";"There are several problems with this variable: it has several unfavourable mathematical properties (numerical instabilities: big response to small changes, number of patches to average may also change), it cannot be linked to the relevant subtypes of mountain ETs, etc. In addition there are problems with the name, and similar (pressure-like) variables are discuraged by SEEA EA.  | Possibly correlated with the indicator of area without technical intervention. ### i.cpl: There are several problems with this variable: it has several unfavourable mathematical properties (numerical instabilities: big response to small changes, number of patches to average may also change), it cannot be linked to the relevant subtypes of mountain ETs, etc. In addition there are problems with the name, and similar (pressure-like) variables are discuraged by SEEA EA.   ## i.st: status is ""1"" for fjell, but the disaggreagation to the relevant ETs needs better ET maps and further work ## n51: NIBIO: N50 does not distiguish between various open ecosystems; data from AR5/AR50 wil be needed, but does not distingush well between subtypes (not at all between natural/semi-natural); relevance for EC of n51-n55 should be clarified ## n71: Hanno: not applied to or tested in water, as far as i know (HS) ## d.temp.res: irregular (currently snapshot) ## r.opt: The reference value is the average distance from the mountain areas to the nearest forest polygon, where the mountain areas are not divided or affected by infrastructure. The limit value is set at 60% of the reference value."
"i: coas.t";"sk.13, fj.10, vs.02";"Areal uten tekniske inngrep";"MDir*/NIBIO";"1988";"5";"kommune";"C1";"lm";"p";"zer";"The indicator is the proportion of the area of the given ET that is at least 1 km away from major technical infrastructure";"";"NIBIO: may be seen as a reciprocal pressure indicator; INON + N50 does not distinguish between various open ecosystems; not defined for aquatic ecosystems | BC: why not? IMHO if this is a ""reverse pressure"" then it can very well be calculated for freshwater ETs, too. (However: the way how this indicator is calculated could probably be improved, and (as this discussion also suggests) its name could also be improved (to something more intuitive / less misleading).) ((E.g. to ""share (of area) outside disturbance zone of major technical infrastructure"", or even ""mean distance to nearest technical infrastructure"")) ### n51: INON + N50 does not distiguish between various open ecosystems; data from AR5/AR50 wil be needed, but does not distingush well between subtypes (not at all between natural/semi-natural) ## d.temp.res: used to be 10 ## r.opt: A reference state, defined as intact nature, entails a complete absence of modern infrastructure such as roads, railways, power lines, buildings etc. | The reference value of the indicator assumes that the entire area (100%) of the ecosystem is <1 km from infrastructure. Larger contiguous natural areas are important as habitats and migration corridors for species, especially those that are adapted to large areas that are in or close to their natural state, as well as species that are particularly vulnerable to edge effects or other disturbances. Intact nature is also important for nature's ability to adapt to climate change, e.g., infrastructure creates additional barriers for the movement of species to areas with more suitable climates. However, the importance of intact nature for biodiversity will also depend on other impacts on the ecosystem. How much the proportion of intact nature can be reduced before there are negative effects on ecological condition depends on several factors, e.g., how large the area is in the first place, how the loss of intact nature is distributed, and the natural degree of fragmentation for the relevant ecosystem in the region. Various studies indicate that fragmentation that reduces the original area down to 20-40% will have a greater negative effect on affected species than a reduction in habitat alone would suggest. If we assume that this represents a boundary between moderate and poor condition, and that the relationship between the indicator and ecological condition is linear down to this boundary, the limit value for good condition can be set to 60% of the reference value. Also see the reasoning in chapter 3.2 and 4.1 in Nybø et al. 2018."
"i: coas.t";"nb.16";"Funksjonelle plantegrupper";"Mdir/NINA";"2019";"5";"fylke/region";"B3";"fg";"u";"mod";"Exact definition and metric to be decided";"d";"metric and ref.level to be decided ### i.description: The indicandum is"
"i: coas.t";"ur.01";"";"Copernicus*";"2006";"3";"~10 m";"A1";"af, lm";"n";"pol?";"Share of impervious surfaces";"e";"possibly meaningful for other ETs too (e.g. linked to cabin+road density) ### i.description: JRC quantified a second version of this var: impreviousness / inhabitant ## ect.s2: imperviousness (A1) & green cover (B2) are complementary hence highly collinear"
"i: coas.t";"ur.02";"";"Copernicus*";"2018";"3";"~10 m";"B2";"fs, lm";"p";"pol?";"Share of green surfaces in an urban ecosystem";"e";"highly correlated with imperviousness ### ect.s2: imperviousness (A1) & green cover (B2) are complementary hence highly collinear"
"i: coas.t";"ur.03";"";"Copernicus*";"2012";"3";"~10 m";"B2";"fs";"p";"pol?";"Tree cover density";"";"In several municipalities (e.g. Oslo) there are better local data sources ### "
"i: coas.t";"ur.04";"";"Copernicus*";"2018";"1";"kommune";"A2";"af";"n";"pol?";"Average annual particulate matter (PM2.5) concentration in urban ecosystems";"";"JRC report studies PM2.5 & PM10, but indicators for other pollutants are also possible (NO2, O3, SO2, CO), and NO data sources should be also examined. At an EU level the max monthly mean values seem to make a better indicator. ### d.startdate: CAMS predecessors (EMEP, EEA/AQ) go back to 2000 (NO data may go back even further...) ## d.temp.aggr: JRC also explores other options (max monthly mean, annual max), which may be more relevant"
"l: coas.w";"vs.13";"Wetland bird communities";"NINA (Chloé?), BirdLife Norge, MDir";"2010";"1";"fylke/region";"B1a";"bm";"p";"sta";"Aggregated index for birds associated with wetlands";"";"Hanno: It seems to me that vsa.13 and vsa.18 are the same indicator, only for different ecosysstems. I will know more in 2 weeks or so, when the project has delivered code. ### d.unit: BC: filled in based on the Farmland birds ## i.etlink: If not merged with vs.18! Otherwise ""fo"""
"l: coas.w";"fj.12, sk.12, vs.06";"Naturindeks (modifisert)";"MDir & NINA";"1990";"5";"fylke/region";"xx";"bm";"p";"na";"These indicators are (possibly modified) ecosystem type specific sub-indices of the Norwegian Nature Index 2020";"a";"This indicator does not fully comply with SEEA EA EC accounts (the use of pre-aggregated indices is discouraged) ### d.temp.res: was 10 yrs before 2010 ## i.etlink: not applicable (multiple)  ## r.opt: not applicable: each component is scaled according to their own ref & limit values -- thus the aggregated index does not need any further rescaling."
"l: coas.w";"sk.03, vs.30";"Ellenberg F";"MDir";"2019";"1";"fylke/region";"A1";"af";"u";"mod";"The indicator is the vegetation mean Ellenberg score for the affinity of vascular plant species for moisture, weighted with the frequency of each species. This is a two-sided indicator where values both lower and higher than the reference value may indicate deviation from good ecological condition.";"";" ### d.unit: Hanno: at least for wetland and semi-natural systems, the indicator itself is not on ""Ellenberg scale"" but a scaled index value between 0 and 1 ## r.dir: Hanno: while the Ellenberg value is bimodal, the indicator is, strictly speaking, divided into two, with one scaled index value indicating ""too much moisture"" and the other ""too little moisture""; both of these have r.dir = ""p"""
"l: coas.w";"fj.14, vs.04";"Ellenberg L";"MDir";"2019";"1";"fylke/region";"B3";"af";"u";"mod";"The indicator is the vegetation mean Ellenberg score for the affinity of vascular plant species for light, weighted with the frequency of each species. This is a two-sided indicator where values both lower and higher than the reference value may indicate deviation from good ecological condition.";"d";" ### i.st: Currently elaborated for mountains (each basic type in NiN's main types T3, T7, T14, T22) ## d.unit: Hanno: at least for wetland and semi-natural systems, the indicator itself is not on ""Ellenberg scale"" but a scaled index value between 0 and 1 ## ect.p: Balint: This is intentionally B3.  It is true that there are slight geographical differences in the amount of (total) light available to the vegetation (due to climatic and astronomical factors). But this indicator does not measure that one. Instead it measures how much light the ""focal layer"" of vegetation (typically the herbaceous layer) gets due to the closedness of canopy above it. Thus this is B3. ## r.dir: Hanno: while the Ellenberg value is bimodal, the indicator is, strictly speaking, divided into two, with one scaled index value indicating ""too much light"" and the other ""too little light""; both of these have r.dir = ""p"""
"l: coas.w";"fj.15";"Vegetasjonens varmekrav";"MDir";"2019";"1";"fylke/region";"A1";"af";"n";"mod";"The indicator is the relative cumulative cover of plant species with heat requirements above a specified threshold, based on cover data of all occurring vascular plant species collected in the ANO programme from selected NiN nature types (T3, T7, T14, T22), and values for heat requirements for Swedish plants from Tyler et al. (2021).";"xd";" ### i.st: Currently elaborated for mountains (each basic type in NiN's main types T3, T7, T14, T22) ## r.dir: Erik: this is a climate response metric with a unilateral (negative) interpretation, assuming that this a clear climate response and the current trends can go in one direction only"
"l: coas.w";"sk.02, fj.13, vs.03";"Ellenberg N";"MDir";"2019";"1";"fylke/region";"A2";"pr, af";"u";"mod";"The indicator is the vegetation mean Ellenberg score for the affinity of vascular plant species for nitrogen, weighted with the frequency of each species. This is a two-sided indicator where values both lower and higher than the reference value may indicate deviation from good ecological condition.";"";"May be correlated with NDVI (productivity). ### d.unit: Hanno: at least for wetland and semi-natural systems, the indicator itself is not on ""Ellenberg scale"" but a scaled index value between 0 and 1 ## d.startdate: ANO data so far only cover samples from 2019+2020 for forests and 2019-2021 for mountains; the first full cycle of data collection will cover 2019-2023; thereafter repeated in 5-yr cycles. This pertains to all ANO-based indicators. ## d.temp.res: the full ANO update cycle is 5 years (return period to each sampling site), shorter periods may be possible at the expense of accuracy & spatial/thematic resolution (for a subset of sites sampled in the period) ## d.spat.res: recommendations  ## r.dir: Hanno: while the Ellenberg value is bimodal, the indicator is, strictly speaking, divided into two, with one scaled index value indicating ""too much acidity"" and the other ""too little acidity""; both of these have r.dir = ""p"" ## r.opt: Reference (and limit) levels are calculated as an abundance-weighted average indicator values for each the basic types in NiN based on the generalised species lists of each type (see Nybø et al. 2018 and Töpper et al. 2018 for details). These lists describe the expected species composition of each NiN type in its natural (reference) state (Halvorsen et al. 2015), and is calculated for each NIN type by multiplying species’ abundance values with its indicator value, adding these values and then dividing by the sum of the amounts. Bootstrapping was used to calculate the potential uncertainty in generalised species lists: each species list was resampled 10 000 times, and in each round, 1/3 of the species in the species list was randomly sampled. Dominant key species in the ecosystem, i.e., species with abundance values ≥ 6 on a scale from 1-6 were included in each selection. The average indicator value for each bootstrap was calculated, and a density distribution across indicator values was produced as a reference distribution. See Töpper et al. 2018 for more details. The following changes were made to the methodology: Re-sampling 1/3 of the species in the species list instead of 2/3, based on species richness documented in ANO. Using mandatory species with abundance value ≥ 6 instead of ≥ 4 in every sample. The reference distribution is unique to each mapping unit at a scale of 1:5000 in T4 non-wetland forest and T30 riparian forest. | The reference value is reported as the median of the reference distribution."
"l: coas.w";"fj.11, vs.02";"Konnektivitet";"Statens kartverk*/NIBIO";"2021";"Inf";"kommune";"C1";"lm";"p";"mod";"The indicator is the mean distance from the centre of each mountain area to the nearest infrastructure object (roads, power lines, buildings etc), agricultural area or forest area";"qo.";"There are several problems with this variable: it has several unfavourable mathematical properties (numerical instabilities: big response to small changes, number of patches to average may also change), it cannot be linked to the relevant subtypes of mountain ETs, etc. In addition there are problems with the name, and similar (pressure-like) variables are discuraged by SEEA EA.  | Possibly correlated with the indicator of area without technical intervention. ### i.cpl: There are several problems with this variable: it has several unfavourable mathematical properties (numerical instabilities: big response to small changes, number of patches to average may also change), it cannot be linked to the relevant subtypes of mountain ETs, etc. In addition there are problems with the name, and similar (pressure-like) variables are discuraged by SEEA EA.   ## i.st: status is ""1"" for fjell, but the disaggreagation to the relevant ETs needs better ET maps and further work ## n51: NIBIO: N50 does not distiguish between various open ecosystems; data from AR5/AR50 wil be needed, but does not distingush well between subtypes (not at all between natural/semi-natural); relevance for EC of n51-n55 should be clarified ## n71: Hanno: not applied to or tested in water, as far as i know (HS) ## d.temp.res: irregular (currently snapshot) ## r.opt: The reference value is the average distance from the mountain areas to the nearest forest polygon, where the mountain areas are not divided or affected by infrastructure. The limit value is set at 60% of the reference value."
"l: coas.w";"sk.13, fj.10, vs.02";"Areal uten tekniske inngrep";"MDir*/NIBIO";"1988";"5";"kommune";"C1";"lm";"p";"zer";"The indicator is the proportion of the area of the given ET that is at least 1 km away from major technical infrastructure";"";"NIBIO: may be seen as a reciprocal pressure indicator; INON + N50 does not distinguish between various open ecosystems; not defined for aquatic ecosystems | BC: why not? IMHO if this is a ""reverse pressure"" then it can very well be calculated for freshwater ETs, too. (However: the way how this indicator is calculated could probably be improved, and (as this discussion also suggests) its name could also be improved (to something more intuitive / less misleading).) ((E.g. to ""share (of area) outside disturbance zone of major technical infrastructure"", or even ""mean distance to nearest technical infrastructure"")) ### n51: INON + N50 does not distiguish between various open ecosystems; data from AR5/AR50 wil be needed, but does not distingush well between subtypes (not at all between natural/semi-natural) ## d.temp.res: used to be 10 ## r.opt: A reference state, defined as intact nature, entails a complete absence of modern infrastructure such as roads, railways, power lines, buildings etc. | The reference value of the indicator assumes that the entire area (100%) of the ecosystem is <1 km from infrastructure. Larger contiguous natural areas are important as habitats and migration corridors for species, especially those that are adapted to large areas that are in or close to their natural state, as well as species that are particularly vulnerable to edge effects or other disturbances. Intact nature is also important for nature's ability to adapt to climate change, e.g., infrastructure creates additional barriers for the movement of species to areas with more suitable climates. However, the importance of intact nature for biodiversity will also depend on other impacts on the ecosystem. How much the proportion of intact nature can be reduced before there are negative effects on ecological condition depends on several factors, e.g., how large the area is in the first place, how the loss of intact nature is distributed, and the natural degree of fragmentation for the relevant ecosystem in the region. Various studies indicate that fragmentation that reduces the original area down to 20-40% will have a greater negative effect on affected species than a reduction in habitat alone would suggest. If we assume that this represents a boundary between moderate and poor condition, and that the relationship between the indicator and ecological condition is linear down to this boundary, the limit value for good condition can be set to 60% of the reference value. Also see the reasoning in chapter 3.2 and 4.1 in Nybø et al. 2018."
"l: coas.w";"nb.16";"Funksjonelle plantegrupper";"Mdir/NINA";"2019";"5";"fylke/region";"B3";"fg";"u";"mod";"Exact definition and metric to be decided";"d";"metric and ref.level to be decided ### i.description: The indicandum is"
"l: coas.w";"SECCI";"Siktedyp";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A1";"af";"p";"mdc";"A simple measure of water transparency used as a physico-chemical supporting element for eutrophication/organic pollution. Reference-values calculated from Chlorophyll a (phytoplankton biomass) adjusted by humic content in lakes (Pt/lL). One of three parameters used for assessment of eutrophication in lakes (status is based on mean nEQR if all indices are calculated).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: lakes, coastal water-bodies ## r.opt: MGW: Reference-values calculated from observed correlation between chlorophyll a and secchi depth"
"l: coas.w";"P-TOT";"Totalt fosfor (Tot-P)";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"All phosphorus nutrients. Physico-chemical supporting element for eutrophication. One of three parameters used for assessment of eutrophication in lakes & rivers. Reference-values and class-boundaries based on the correlation with phytoplankton biomass (coastal case: Molvær et al. 1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies  ## r.opt: Reference-values and class-boundaries based on the correlation with phytoplankton biomass (coastal case: Molvær et al. 1997)"
"l: coas.w";"P-PO4";"Fosfat";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"Phosphate nutrients. Physico-chemical supporting element for eutrophication in coastal waters. Reference-values obtained from Molvær et al (1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: coastal water-bodies"
"l: coas.w";"N-TOT";"Totalt nitrogen (Tot-N)";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"All nitrogen nutrients. Physico-chemical supporting element for eutrophication. Reference-values and class-boundaries based on the correlation with phytoplankton biomass. One of three parameters used for assessment of eutrophication in lakes & rivers.";"";"Only applicable for rivers/lakes where P:N relationship indicate N-limitation. True index value in Vannmiljø, can calculate EQR and nEQR. ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on one sampling occation during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies"
"l: coas.w";"N-NH4, N-NH3";"Ammoniakk og ammonium";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"Physico-chemical supporting element, two different parmeters. For coastal only NH4 is used in the WFD with reference-values from Molvær et al (1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km), respectively Lakes ## r.opt: AKS: Reference-values and class-boundaries based on correlation with ammonia-sensitive fish species (critical limits). Ammonia and ammonium may contribute to the eutrophication of freshwaters and coastal waters and are toxic to fish (and other organisms?). Tolerance limits have been set for ammonia/ammonium based on the response of fish. These tolerance limits are used to determine what is respectively very good (i,e the lower boundary for reference condition) and very poor condition. Interpolation has been used to distinguish between good and not good enough (moderate or worse) condition and also for setting the reference value."
"l: coas.w";"N-SNOX";"Nitrat + nitritt";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"Nitrate + nitrite nutrients. Physico-chemical supporting element for eutrophication. Reference-values obtained from Molvær et al (1997)";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: coastal water-bodies"
"l: coas.w";"O2, O-METN";"Oksygenkonsentrasjon";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"p";"exp";"Oxygen in deepwater. Physico-chemical supporting element for eutrophication/organic load for eutrophication/organic load, that can be measured in two different ways (two parmeters). Reference-values and class-boundaries in coastal waters are described by Diaz & Rosenberg (1995) and Kirkerud (1998). Measurements must be carried out in the period one expect the lowest concentrations, but should be done monthly until there is enough information on when to do the sampling. Deeper areas are selected for sampling, but it is important that it is linked to the sampling of the biological quality element ""Soft bottom fauna"".";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies ## r.opt: MGW: based on literature review ...see Diaz & Rosenberg (1995) and Kirkerud (1998)"
"l: coas.w";"MSMDI";"Nedre voksegrense indeks for makroalger (MSMDI)";"NIVA + Vannmiljø";;"1";"annet";"B2";"bm";"p";"mod";"Multi Species Macroalgae Depth Index - based on an assessment of the depth limit for growth for nine selected macroalgae species in coastal areas. Each species is given a score based on the deviation between observed and reference growth depth and MSMDI is calculated as the mean of all scores. Intercalibrated and used for assessment of eutrophication in watertype S1, S2 and S3.";"";"Established in the Skagerrak for all types of water except water type 5 (strongly freshwater-affected fjord). Extensive biological data was the basis for the index. A challenge in the development of MSMDI in the Skagerrak was local grazing of green sea urchins. True index value in Vannmiljø, can calculate EQR and nEQR. Reference/boundaries only specified for EQR/nEQR in classification guidance document. ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies ## ect.p: lower growth limit may be seen as structural... (to be discussed) ## r.opt: Mats Gunnar Walday: Based on historical data, hind-cast modelling and expert assessments"
"l: coas.w";"RSLA, RSL";"Fjæresoneindekser for fastsittende makroalger (RSLA, RSL)";"NIVA + Vannmiljø";;"1";"annet";"B1a";"bm";"p";"mdc";"The indicator is based on an assessment of diversity, species composition and abundance (only RSLA, and measured as degree of coverage) of benthic macroalgae (all taxonomic groups) in coastal areas. The multimetric index RSLA is calculated based on 6 variables depending on ecoregion and watertype. Registered diversity is normalised againt the 'fjærepotensiale' before classification of ecological status. Used for assessment of eutrophication. There are three different versions of this index for different water types.";"a";"RSL is intercalibrated and RSLA showed very good correlation with RSL on all Norwegian stations (Pedersen 2011). Reference values were established using historic data, historic reports and expert judgement. No direct relationship with a pressure gradient could be established. Reported as scaled values (EQR) or normalised scaled values (nEQR), which is identical? ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies ## r.dir: 5 of 8 variables with positive relationship (i.e. higher values indicate better condition) but nEQR for combined (multimetrc) index are reported."
"l: coas.w";"komboindeksen";"Komboindeksen";"NIVA";;"1";;"B1a";"bm";"p";"na";"“Komboindeksen” is introduced as a new index for assessment of the ecological status of macroalgae in the shallow sublittoral zone. The index applies to the impact type eutrophication and is outlined as a two-part index based on quality assessments in the littoral zone (RSL/RSLA) in combination with video-assessments of the shallow part of the sublittoral zone applied with a drop-camera";"a";"Indicator under development- and test phase ### i.st: So far, the data for this indicator is not systematically collected in any databse ## i.description: Mats Gunnar Walday: I komboindeksen skal fjæreindeksen (RSLA/RSL) beregnes, samt tre parametere for sjøsonen: 1. nedre voksedyp for stortare (Laminaria hyperborea) 2. nedre voksedyp for opprette rødalger 3. dybdeutstrekning/ dybdeomfang av eventuelle masseforekomster av trådformete alger ## r.opt: a cobination of mdc, exp, mod"
"l: coas.w";"ANTIZM";"Eutrofiindeks ålegress";"NIVA + Vannmiljø";;"1";"annet";"B2";"fs?";"p";"mdc";"The indicator is based on an assessment of the depth limit, abundance (measured as degree of coverage) of angiosperms (in Norway: one species - Zostera marina) and abundance of periphyton (benthic opportunistic algae) on the angisperms, in coastal areas. Data on these three parameters are combined in a multimetric index used for assessment of eutrophication/organic pollution. The indicator is not intercalibrated.";"a";"May be repored as true index value or scaled value (EQR) or normalised scaled values (nEQR) ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies ## d.spat.scope: Data is collected in all ecoregions, but only available for ANTIZM from regions S, N, M and H. ## ect.p: almost structural (but calculation method / RLs too much focussed on eutrophication)"
"l: coas.w";"MBNEQR";"Normalisert EQR for kvalitetselement marin bløtbunnsfauna";"NIVA + Vannmiljø";;"1";"annet";"xx";"bm";"p";"na";"The indicator is based on an assessment of the diversity and taxonomic composition of softbottom macrofauna (benthic invertebrates) in coastal areas. This covers the full macroinvertebrate community, mainly identified to species or genus level. Five different indices are calculated, based either on the diversity or the species' sensitivity to eutrophication/organic pollution/sedimentation or combination of these parameters. The assessment of ecological status is done for all indices in combination, and it is the averager of several samples taken at the same location.";"a";"Reported as scaled values (EQR) or normalised scaled values (nEQR), which is identical? ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies ## r.opt: including: mdc, pal, mod"
"l: coas.w";"MBH";"Shannon-Wiener diversitetsindeks marin bløtbunnsfauna";"NIVA + Vannmiljø";;"1";"annet";"B1a";"bm";"p";"mdc";"Index based on number of species and  the distribution of individuals among the species in the sample";"";" ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies"
"l: coas.w";"ES100";"Hurlberts indeks marin bløtbunnsfauna";"NIVA + Vannmiljø";;"1";"annet";"B1b";"bm";"p";"mdc";"Index based on expected number of species one will find in a sample based on a certain number of randomly selected individuals. ES100 shows the most likely number of species among 100 individuals";"";" ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies"
"l: coas.w";"NSI";"Norsk sensitivitetsindeks (NSI) marin bløtbunnsfauna";"NIVA + Vannmiljø";;"1";"annet";"A2";"bm";"p";"mdc";"Index is is calculated by averaging the sensitivity values ​​of all individuals in the sample";"";" ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies"
"l: coas.w";"NQI1";"Norsk kvalitetsindeks (NQI1) marin bløtbunnsfauna";"NIVA + Vannmiljø";;"1";"annet";"A2";"bm";"p";"mdc";"The Norwegian Quality Index NQI1 is an intercalibrated combination index. The sensitivity index AMBI and the species diversity index SN are included in NQI1";"";" ### i.id0: Mats Gunnar Walday: Er interkalibrert og rapporteres inn til EU ## d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies"
"l: coas.w";"ISI";"Den gjennomsnittlige sensitivitetsverdien til de taksa som forekommer i prøven";"NIVA + Vannmiljø";;"1";"annet";"A2";"bm";"p";"mdc";"The index value of a sample is defined as the average sensitivity value (ES100min5) of the taxa occurring in the sample. The index only takes into account the presence/absence of species.";"";" ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies"
"l: coas.w";"TOC63";"Normalisert totalt organisk karbon (TOC)  i sediment";"NIVA + Vannmiljø";;"1";"annet";"A2";"bm";"n";"mdc";"Normalized TOC in sediments in the top layer (0-1 cm) is a Supporting parameter used for state classification of TOC in sediment. TOC content is normalised against % content of particles <63µm in the sediment sample (measured as TOC + 18*(1-F), where F is the proportion of fine particles <63µm).";"";" ### i.id0: Mats Gunnar Walday: Forklaringsvariabel for bløtbunnfauna ## d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies"
"l: coas.w";"KLFA";"Klorofyll planteplankton";"NIVA (Birger Skjelbred) + Vannmiljø";;"1";"annet";"B2";"pr";"n";"mdc";"Chlorophyll a, spectrophotometric measurement of chlorophyll a after extraction with 90% acetone or 100% methanol. (There is also an in situ fluorescence measurement method, KLFA-FLU, which is not (yet) used for classifying conditions according to WFD.)";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### i.host: Most QA data on this and other indicators based on freshwater phytoplankton are from NIVA but Vannmiljø also includes data from other dataprovidors ## d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## r.dir: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"l: coas.w";"MPNEQR_E";"Marint planteplankton nEQR eutrofiering";"NIVA  + Vannmiljø";;"1";"annet";"B2";"pr";"p";"mdc";"The indicator is a measure of total phytoplankton biomass in coastal water, based on concentration of the plant pigment Chla, indicating eutrophication. The classification using chlorophyll a must be done after calculating the 90 percentile based on the mean value of the measurements from 0, 5 and 10 m from each sampling. Intercalibrated for water types in Ecoregions Skagerak, North sea north, and Norwegian sea south";"";"Reference data is bases on Molvær et al (1997) and expert judgement.  Intercalibrated for water types in Skagerak, North Sea and Norwegian Sea ### i.id0: BC: this was provided / emphasized by MGW, but I am not fully sure that this needs to be a row in our table (if I understand it correctly this is just the rescaled version of KLFA...) ## i.name.no: Mats Gunnar Walday: Klassifiseringen ved bruk av klorofyll a skal gjøres etter beregning av 90persentil basert på middelverdien av målingene fra 0, 5 og 10m fra hver prøvetaking. ## d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## r.dir: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"l: coas.w";"overall chemical status";"Kjemisk tilstand (god eller dårlig)";"Vann-nett";;"1";"annet";"A2";"";"n?";"zer";"Overall status (good or bad) providing a summary of  the status for 45 priority substances and several regionally relevant (ecoregion / river-basin specific) chemical substances. Exceedance of the environmental quality standard  (EQS, given both as yearly mean and maximum vualue) for one of the substances is sufficient to determine the chemical status as bad. The chemical status is not given as a numerical value.";"q.";" ### i.cpl: both the ""early binarisation"" and the  ""one out all out"" approach of this indicator are slightly incompatible with SEEA EA ## d.spat.res: water body (river, lake or coastal waters) ## r.dir: not relevant if we only want to differenciate/use 'good' or 'not good' chemical status ## r.opt: reference value = background value of chemicals when no anthropogenic imput."
