"ch43tab";"i.id0";"ET";"i.name.no";"Status";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"ECT2";"Egenskap";"Dir";"Ref.verdi";"Merknad";"i.description";"i.cpl.issues";"i.comments.all"
"frw";"Raddum-1";"e";"Litorale bunndyr i elver og innsjøer (Raddum forsuringsindeks-1)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"oth";"";"The indicator includes an assessment of taxonomic composition, covering the full macroinvertebrate community, mainly identified to species or genus level: this is based on the indicator value for each taxon (decreasing value with increasing tolerance to acidification, where tolerance is based on dose-response relationship between each taxon and acidification (pH-optimum), grouped into 4 tolerance classes). One of three indices based on litoral macroinvertebrates used for assessment of lake acidification (status is based on mean nEQR if all indices are calculated).";"";"AKS: RAMI and LAMI is based on information on indicator taxa and their sensitivity to acidification as used in Raddum-1/Raddum-2 but also other acidification indices (macroinvertebrate-based) used in Northern Europe. RAMI and Raddum-2 (rivers) is positively correlated with relatively high concentration. LAMI and Raddum-1 (lakes) show a weak but positive correlation. Non of the indicators used for lakes (MultiClear, Raddum-1, LAMI) works very well along the whole acidification gradient. In the classification of ecological status we use all three indicators (if available) and calculate the mean (nEQR) value. Raddum-2 and RAMI generally works better - RAMI is more sensitive under weak acidification whereas Raddum-2 works better to differentiate between levels of moderate and strong acidification. | True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
"frw";"MultiClear";"i";"Multimetrisk bunndyrindeks for forsuring av klare innsjøer (MultiClear)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"";"The indicator includes an assessment of taxonomic diversity, taxonomic composition and relative abundance, covering the full macroinvertebrate community, mainly identified to species or genus level: this is based on four sub-indices where one of these are a multimetric index in itself: 1)  number of Gastropoda taxa, 2) number of Ephemeroptera taxa, 3) the indicator value for each taxon (decreasing value with increasing tolerance to acidification, where tolerance is based on dose-response relationship between each taxon and acidification (pH-optimum), grouped into 6 tolerance classes), 4) modified Henriksson & Medins index (MORE INFO CAN BE PROVIDED IF NECESSARY). One of three indices based on litoral macroinvertebrates used for assessment of lake acidification (status is based on mean nEQR if all indices are calculated).";"composite index (a)";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes ## ect.s2: almost B1a, but too much focus on acidification... :("
"frw";"EMANTLLE";"e";"Elvemusling (Margaritifera margaritifera) - terskelindikator i elv";"2";"NINA  + Vannmiljø";;"1";"annet";"B1a";"B1a";"bm";"??";"exp";"Ingen data i Vannmiljø";"The indicator includes an assessment of the abundances and size distribution of river pearl mussel (Margaritifera margaritiferea). The indicator is used to differenciate between classes of ecological status based on the total abundance of mussels and the relative occurance of three size categories. Good ecological conditions require that the size distribution indicate good recruitment of mussels.";"composite index (a)";"??Ecological status category set on basis of a combination of three different parameters. Each of these are given as % occurance ### d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"HBI2";"e";"Heterotrof begroingsindeks for elv (HBI2)";"2";"NIVA  + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"n";"mdc";"For få datapunkt";"A measure of loads of organic matter in rivers, measured as heterotrophic growth based on the occurance of the fungus Leptomitus lacteus and/or the bacteria Sphaerotilus natans («lammehaler»). The HBI2 is calculated from a combination of measured thickness (in cm) and the the degree of coverage (in %) of heterotrophic growth.";"";"May be reported as true parameter value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 2 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"PTI";"i";"Planteplankton Trofisk indeks (PTI)";"2";"NIVA (Birger Skjelbred) + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"n";"mdc";"";"The indicator includes an assessment of taxonomic composition and relative abundance, covering the full phytoplankton community, mainly identified to species level: this is based on the indicator value for each taxon (increasing value with increasing tolerance to eutrophication/nutrient input, where tolerance is based on dose-response relationship between each taxon and total phosporous (TP)), and the relative abundance (biovolume) of each taxon in a sample. This is one of four phytoplankton indicators included in the assessment of lake eutrophication, Nowegian classification system re WFD";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Lakes ## r.hea: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"frw";"LACI-1";"i";"Forsuringindeks for småkreps i svært kalkfattige innsjøer (LACI-1)";"2";"NINA (Ann Kristin Schartau) + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"For få datapunkt";"The indicator includes an assessment of taxonomic composition of two microcrustacean zooplankton groups (Cladocera and Copepoda), identified to species : this is based on number of sensitive species relative to the total species number (devided into three goups based on their response to acidification measured as pH - sensitive, tolerant and idifferent).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
"frw";"LACI-2";"i";"Forsuringindeks for småkreps i kalkfattige innsjøer (LACI-2)";"2";"NINA (Ann Kristin Schartau) + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"For få datapunkt";"The indicator includes an assessment of taxonomic diversity and taxonomic composition of two microcrustacean zooplankton groups (Cladocera and Copepoda), identified to species level: this is based on number of sensitive species relative to the total species number (devided into five goups based on their response to acidification measured as pH) and the total number of species relative to the expected species pool for the region.";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
"frw";"NEFI";"e i";"Norsk endringsindeks for fisk - elver og innsjøer (NEFI)";"2";"NINA  + Vannmiljø";;"1";"annet";"B1b";"B1b";"bm";"p";"mdc";"Grunnlagsdata i Vannmiljø?";"The indicator includes an assessment of taxonomic composition and abundances, covering the full fish community: this is based on changes in dominance (devided in three categories - dominant, common and rare), calculated as number of lost species and number of species with reduced dominance.";"quantifies change/trend (t)";"True index value in Vannmiljø = nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km), respectively Lakes"
"frw";"FIBESTE";"e i";"Bestandsendring fisk";"2";"NINA  + Vannmiljø";;"1";"annet";"B1a";"B1a";"bm";"n";"mdc";"Grunnlagsdata i Vannmiljø?";"A measure of the reduction in abundances of native fish species measured as shift in dominance category (rare, common, dominant), where reduction in dominant species have a larger influence on the indicator value than reduction in common or rare species.";"quantifies change/trend (t)";"True index value in Vannmiljø. Can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km), respectively Lakes"
"frw";"EIndexW3";"i";"Eutrofieringsindeks for fisk i innsjøer (EIndexW3)";"2";"NINA  + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"oth";"For få datapunkt";"The indicator includes an assessment of taxonomic composition, abundances, sizes and functional traits, covering the full fish community: this is based on fish abundance (Cpue), body-size of perch and relative abundance of predatory perch";"composite index (a)";"Normalised scaled values (nEQR) ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
"frw";"AIndexW5";"i";"Forsuringsindeks for fisk i innsjøer (AIndexW5)";"2";"NINA  + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"oth";"For få datapunkt";"The indicator includes an assessment of taxonomic composition, abundances, sizes and functional traits, covering the full fish community: this is based on number of fish species, abundance (Cpue) of roach, body-size of roach, relative abundance of carp fishes and relative abundance of predatory perch";"composite index (a)";"Normalised scaled values (nEQR) ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
"frw";"WS-FBI";"i";"Pelagisk fiskeindeks for innsjøer (WS-FBI)";"2";"NINA  + Vannmiljø";;"1";"annet";"B1a";"B1a";"bm";"p";"mdc";"For få datapunkt";"The indicator is a measure of the total fish biomass in pelagic habitats (BMTot) and how this is distributed in respectively epilimnion and hypolimnion (BMHypo/BMEpi), by use of hydroacustics.";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
"frw";"Cpue_BrownTrout";"i";"Bestandsstørrelse av brunørret relatert til innsjøers oppvekstratio (OR) (Cpue_aure)";"2";"NINA  + Vannmiljø";;"1";"annet";"B1a";"B1a";"bm";"p";"mdc";"Data???";"The indicator includes an assessment of the population size of brown trout (Salmo trutta) based on numbers of fish per unit effort (Cpue: 100 m2 multimesh fishnet per night). This is compared to a reference value given the ""area suitable for reqruitment and growth"" (OR) in inlet- and outlet-rivers to the lake. OR is divided into three categories (low, medium, large) which give three different reference values for Cpue_BrowinTrout (increasing reference value with increasing OR).";"";"May be reported as true index value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
"frw";"Cpue_juveniles";"e";"Tetthet av ungfisk i elver basert på laks og ørret (Cpue_juveniles)";"2";"NINA  + Vannmiljø";;"1";"annet";"B1a";"B1a";"bm";"p";"oth";"Grunnlagsdata i Vannmiljø?";"The indicator includes an assessment of the abundances of salmon (Salmo salaris), brown trout (Salmo trutta) and arctic charr (Salvelinus alpinus) based on numbers of juveniles per unit effort (100 m2 river habitat). The Cpue is compared to a ""reference value"" (ie. boundary high/good ecological state) based on a combination of migration pattern (anadromous, stationary), coexistence of fish species (allopatric, sympatric) and quality of fish habitats (very good, suitable and not suitable).";"";"True index value or normalized scaled value (nEQR) ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"KLFA";"i";"Klorofyll planteplankton";"2";"NIVA (Birger Skjelbred) + Vannmiljø";;"1";"annet";"B2";"B2, B3";"pr";"n";"mdc";"";"Chlorophyll a, spectrophotometric measurement of chlorophyll a after extraction with 90% acetone or 100% methanol. (There is also an in situ fluorescence measurement method, KLFA-FLU, which is not (yet) used for classifying conditions according to WFD.)";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## r.hea: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"frw";"PPBIOMTOVO";"i";"Total biomasse planteplankton per volumenhet";"2";"NIVA (Birger Skjelbred) + Vannmiljø";;"1";"annet";"B2";"B2, B1a, B1a";"pr";"n";"mdc";"";"A measure of total phytoplankton biomass in lakes, based on calculated biovolume multiplied with the densities of each taxon in the sample. This is one of four phytoplankton indicators included in the assessment of lake eutrophication, Nowegian classification system re WFD";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Lakes ## r.hea: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"frw";"Cyanomax";"i";"Maksimalt volum av cyanobakterier i innsjøer (Cyanomax)";"2";"NIVA (Birger Skjelbred) + Vannmiljø";;"1";"annet";"B3";"B3, B1a, B1a, B2";"fs?";"n";"mdc";"For få datapunkt";"A measure of input of nutrients in lakes, based on the maximum abundcane of nuisance cyanobacteria during the growing season. This is one of four phytoplankton indicators included in the assessment of lake eutrophication, Nowegian classification system re WFD";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Lakes ## r.hea: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"frw";"fragmenteringsgrad";"e";"Fragmenteringsgrad (FG)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"C1";"C1";"lm";"n";"exp";"Ingen data i Vannmiljø";"A measure of longitudinal connectivity in a river. Require an assessment of man-made barriers to fish-migrations. The indicator is based on the number of barriers and the total lenght of the river. Supporting element - hydromorphology.";"";"Scaled value (EQR) or normalized scaled value (nEQR). Index value=inverse(EQR) ### d.startdate: BC: does every river stretch have a separate fragmenteringsgrad & barriere-effekt? AKS: Yes in principle, but in this case the river stretch can include several bodies of water (see description of the parameter). So far, Vannmiljø has not made arrangements for reporting this indicator, so this probably means that there is no data available. This is also the case for 'barriereeffekt'. ## d.spat.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"barriereeffekt";"e";"Barriereeffekt (BE)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"C1";"C1";"lm";"n";"exp";"Ingen data i Vannmiljø";"A measure of longitudinal connectivity in a river. Require an assessment of man-made barriers to fish-migrations. The indicator is calculated as the relative length of a river that are suitable for fish-spawning. Calculated as the length of the river stretch downstream the first physical barrier divided by the total length of the river (upstream a lake or a coastal fjord). Supporting element - hydromorphology.";"";"Scaled value (EQR) or normalized scaled value (nEQR). Index value=inverse(EQR) | BC: May not be C1 (to be explored better) ### d.startdate: BC: does every river stretch have a separate fragmenteringsgrad & barriere-effekt? AKS: Yes in principle, but in this case the river stretch can include several bodies of water (see description of the parameter). So far, Vannmiljø has not made arrangements for reporting this indicator, so this probably means that there is no data available. This is also the case for 'barriereeffekt'. ## d.spat.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"overall chemical status";"e i";"Kjemisk tilstand (god eller dårlig)";"2";"Vann-nett";;"1";"annet";"A2";"A2";"";"n?";"abs";"Høyere verdi indikerer dårligere tilstand; sammensatt indeks med uheldige matematiske egenskaper";"Overall status (good or bad) providing a summary of  the status for 45 priority substances and several regionally relevant (ecoregion / river-basin specific) chemical substances. Exceedance of the environmental quality standard  (EQS, given both as yearly mean and maximum vualue) for one of the substances is sufficient to determine the chemical status as bad. The chemical status is not given as a numerical value.";"early aggregation (q)";" ### d.them.scope: water body (river, lake or coastal waters) ## r.hea: not relevant if we only want to differenciate/use 'good' or 'not good' chemical status"
"frw";"overall ecol status";"e i";"Økologisk tilstand (nEQR)";"2";"Vann-nett";;"1";"annet";"xx";"xx";"";"p";"na";"Sammensatt indeks med uheldige matematiske egenskaper";"Overall ecological status (given as nEQR) providing a summary of a variety of variables that represents biological and supporting physico-chemical, chemical and hyrdromorphological, quality-elements and different types of pressures (i.e. nutrient/organic matter loading, acidification). River-basin specific chemical substances are also included as supporting elements in the Overall ecological status; exceedance of the environmental quality standard (EQS) for one of the River-basin specific chemical substances can reduce the overall ecological status to 'Moderate'.";"early aggregation (q), composite index (a), unclear link to ECT (i)";" ### d.them.scope: water body (river, lake or coastal waters)"
"frw";"e.08.1";"";"Capacity to support navigation across the year";"V";"";;;"";"A1";"A1, B3, X";"";"u";"";"";"Capacity to support navigation across the year";"conflated with services (s), unclear link to ECT (i)";"BC I am not sure this is a good condition indicator, either (could rather be seen as an ES indicator) ### "
"frw";"e.08.2, e.09.1";"";"Nutrient concentration (Total nitrogen)";"V";"";;;"";"A2";"A2";"";"n";"";"";"Nutrient concentration (Total nitrogen) Note that an average value may not be meaningful – in these cases the indicator may be assessed by eco-region or ecosystem type";"";" ### "
"frw";"e.08.3, e.09.2";"";"Nutrient concentration (Total phosphorus)";"V";"";;;"";"A2";"A2";"";"n";"";"";"Nutrient concentration (Total phosphorous) Note that an average value may not be meaningful – in these cases the indicator may be assessed by eco-region or ecosystem type";"";" ### "
"frw";"e.08.4, e.09.4";"";"Chlorophyll-a concentration";"V";"";;;"";"B2";"B2, B3";"";"n";"";"";"Chlorophyll-a concentration Note that an average value may not be meaningful – in these cases the indicator may be assessed by eco-region or ecosystem type";"unclear directionality (d)";"BC: (dir) I think in the general case (all water bodies in all EU) this could be a hump-shaped (opt) relationship, too. ### "
"frw";"e.08.5, e.09.3";"";"Percentage of water bodies with good chemical status";"V";"";;;"";"A2";"A2, A2, A2";"";"p";"";"";"Percentage of water bodies with good chemical status";"early aggregation (q)";"[LG11]Doesn`t this indicator include 8.3 and 8.4? This gives information about ""good"" chemical status
[LG13]On which parameters is this indicator calculated on?
BC: yes, this is clearly ECT A1 (chemical status) so I moved it here. I would leave it as a separate indicator ### B1 seens to be a mistake"
"frw";"e.08.6";"";"Barriers to migratory fish";"V";"";;;"";"C1";"C1";"";"n";"";"";"Barriers to migratory fish (e.g., dams without fish migration facilities)";"unclear sp./temp. ref. (n)";"[EF12]Would a relative number, e.g. number of dams per 100 km river/stream length, be more informative?
BC: yes, I fully agree w Erik, and probably a slightly more general name (e.g. ""River network fragmentation"") would also be more in line with the rest of the indicators.
BC: In addition, this is probably more a landscape-level thing again (ECT class C1), where it could be together with other connectivity metrics  -- I moved it accordingly ### "
"frw";"e.08.7, e.09.5";"";"Percentage of native fish species with increasing or stable population trends";"V";"";;;"";"B1b";"B1b";"";"p";"";"";"Percentage of native fish species with increasing or stable population trends";"early aggregation (q)";" ### "
"frw";"e.08.8, e.09.6";"";"Percentage of water bodies with good ecological status";"V";"";;;"";"xx";"xx, B1";"";"p";"";"";"Percentage of water bodies with good ecological status";"composite index (a), early aggregation (q), unclear link to ECT (i)";"[LG14]On which parameters is this indicator calculated on? ### "
"frw";"e.09.7";"";"Percentage of bathing water safe for swimming";"V";"";;;"";"A2";"A2, X, B3";"";"p";"";"";"Percentage of bathing water safe for swimming";"conflated with services (s), early aggregation (q), unclear link to ECT (i)";" ### "
"mar";"fj.12, sk.12, vs.06";"";"Naturindeksprodukt";"1";"MDir & NINA";"1990";"5";"fylke/region";"xx";"xx, B1b";"bm";"p";"na";"";"These indicators are (possibly modified) ecosystem type specific sub-indices of the Norwegian Nature Index. This ""indicator family"" includes several indices proposed in the three NINA assessments (Framstad et al., 2022a,b; Kolstad et al. 2023). The latest work standardised the workflow and the terminology of these 'Nature Index products'.";"composite index (a)";"This indicator does not fully comply with SEEA EA EC accounts (the use of pre-aggregated indices is discouraged) ### n32: EF: the indicator gives a single value for all open lowland (except cropland), not specific for grasland or heathland ## n55: ALK: no data BC: I think NI has the ambition to cover every (semi)nat ET, so hopefully the thematic coverage/representativity will be extendible in the future (the same for n4.2) -- hence 1 ## d.startdate: The Norwegian nature index is based on a broad range of data sources including monitoring data, modelling, and expert assessments, each of which are transformed into individual indicators, and rescaled to a common 0-1 scale (see www.naturindeks.no and Jakobsson & Pedersen 2020). Observations for indicators are made on different levels (municipal – national scale). Standard calculations of the Norwegian Nature Index are done per region, taking differences in area representativeness into account (the indicators are weighted by the area covered by them). ## d.spat.res: was 10 yrs before 2010 ## r.dir: not applicable (multiple)"
"mar";"SECCI";"";"Siktedyp";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A1";"A1, A2, B3";"af";"p";"mdc";"";"A simple measure of water transparency used as a physico-chemical supporting element for eutrophication/organic pollution. Reference-values calculated from Chlorophyll a (phytoplankton biomass) adjusted by humic content in lakes (Pt/lL). One of three parameters used for assessment of eutrophication in lakes (status is based on mean nEQR if all indices are calculated).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.them.scope: lakes, coastal water-bodies"
"mar";"P-TOT";"";"Totalt fosfor (Tot-P)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"n";"mdc";"";"All phosphorus nutrients. Physico-chemical supporting element for eutrophication. One of three parameters used for assessment of eutrophication in lakes & rivers. Reference-values and class-boundaries based on the correlation with phytoplankton biomass (coastal case: Molvær et al. 1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies"
"mar";"P-PO4";"";"Fosfat";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"n";"mdc";"";"Phosphate nutrients. Physico-chemical supporting element for eutrophication in coastal waters. Reference-values obtained from Molvær et al (1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.them.scope: coastal water-bodies"
"mar";"N-TOT";"";"Totalt nitrogen (Tot-N)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"n";"mdc";"";"All nitrogen nutrients. Physico-chemical supporting element for eutrophication. Reference-values and class-boundaries based on the correlation with phytoplankton biomass. One of three parameters used for assessment of eutrophication in lakes & rivers.";"";"Only applicable for rivers/lakes where P:N relationship indicate N-limitation. True index value in Vannmiljø, can calculate EQR and nEQR. ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on one sampling occation during years with monitoring.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies"
"mar";"N-NH4, N-NH3";"";"Ammoniakk og ammonium";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"n";"mdc";"";"Physico-chemical supporting element, two different parmeters. For coastal only NH4 is used in the WFD with reference-values from Molvær et al (1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km), respectively Lakes"
"mar";"N-SNOX";"";"Nitrat + nitritt";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"n";"mdc";"";"Nitrate + nitrite nutrients. Physico-chemical supporting element for eutrophication. Reference-values obtained from Molvær et al (1997)";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.them.scope: coastal water-bodies"
"mar";"O2, O-METN";"";"Oksygenkonsentrasjon";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"p";"exp";"";"Oxygen in deepwater. Physico-chemical supporting element for eutrophication/organic load for eutrophication/organic load, that can be measured in two different ways (two parmeters). Reference-values and class-boundaries in coastal waters are described by Diaz & Rosenberg (1995) and Kirkerud (1998). Measurements must be carried out in the period one expect the lowest concentrations, but should be done monthly until there is enough information on when to do the sampling. Deeper areas are selected for sampling, but it is important that it is linked to the sampling of the biological quality element ""Soft bottom fauna"".";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies"
"mar";"MSMDI";"";"Nedre voksegrense indeks for makroalger (MSMDI)";"2";"NIVA + Vannmiljø";;"1";"annet";"B2";"B2, B1a, B1a, A1";"bm";"p";"mod";"";"Multi Species Macroalgae Depth Index - based on an assessment of the depth limit for growth for nine selected macroalgae species in coastal areas. Each species is given a score based on the deviation between observed and reference growth depth and MSMDI is calculated as the mean of all scores. Intercalibrated and used for assessment of eutrophication in watertype S1, S2 and S3.";"";"Established in the Skagerrak for all types of water except water type 5 (strongly freshwater-affected fjord). Extensive biological data was the basis for the index. A challenge in the development of MSMDI in the Skagerrak was local grazing of green sea urchins. True index value in Vannmiljø, can calculate EQR and nEQR. Reference/boundaries only specified for EQR/nEQR in classification guidance document. ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies ## ect.s2: lower growth limit may be seen as structural... (to be discussed)"
"mar";"RSLA, RSL";"";"Fjæresoneindekser for fastsittende makroalger (RSLA, RSL)";"2";"NIVA + Vannmiljø";;"1";"annet";"B1a";"B1a, B1a, B1a";"bm";"p";"mdc";"";"The indicator is based on an assessment of diversity, species composition and abundance (only RSLA, and measured as degree of coverage) of benthic macroalgae (all taxonomic groups) in coastal areas. The multimetric index RSLA is calculated based on 6 variables depending on ecoregion and watertype. Registered diversity is normalised againt the 'fjærepotensiale' before classification of ecological status. Used for assessment of eutrophication. There are three different versions of this index for different water types.";"composite index (a)";"RSL is intercalibrated and RSLA showed very good correlation with RSL on all Norwegian stations (Pedersen 2011). Reference values were established using historic data, historic reports and expert judgement. No direct relationship with a pressure gradient could be established. Reported as scaled values (EQR) or normalised scaled values (nEQR), which is identical? ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies ## r.hea: 5 of 8 variables with positive relationship (i.e. higher values indicate better condition) but nEQR for combined (multimetrc) index are reported."
"mar";"komboindeksen";"";"Komboindeksen for makroalger";"1";"NIVA";;"1";;"B1a";"B1a, B1a, B1a";"bm";"p";"na";"";"“Komboindeksen” is introduced as a new index for assessment of the ecological status of macroalgae in the shallow sublittoral zone. The index applies to the impact type eutrophication and is outlined as a two-part index based on quality assessments in the littoral zone (RSL/RSLA) in combination with video-assessments of the shallow part of the sublittoral zone applied with a drop-camera";"composite index (a)";"Indicator under development- and test phase ### i.name.no: So far, the data for this indicator is not systematically collected in any databse ## d.startdate: So far, the data for this indicator is not systematically collected in any databse"
"mar";"ANTIZM";"";"Eutrofiindeks ålegress";"2";"NIVA + Vannmiljø";;"1";"annet";"B2";"B2, B1a, B1a, A2";"fs?";"p";"mdc";"";"The indicator is based on an assessment of the depth limit, abundance (measured as degree of coverage) of angiosperms (in Norway: one species - Zostera marina) and abundance of periphyton (benthic opportunistic algae) on the angisperms, in coastal areas. Data on these three parameters are combined in a multimetric index used for assessment of eutrophication/organic pollution. The indicator is not intercalibrated.";"composite index (a)";"May be repored as true index value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies ## ect.s2: almost structural (but calculation method / RLs too much focussed on eutrophication)"
"mar";"MBNEQR";"";"Normalisert EQR for kvalitetselement marin bløtbunnsfauna";"2";"NIVA + Vannmiljø";;"1";"annet";"xx";"xx, B1a, B1a, A2";"bm";"p";"na";"";"The indicator is based on an assessment of the diversity and taxonomic composition of softbottom macrofauna (benthic invertebrates) in coastal areas. This covers the full macroinvertebrate community, mainly identified to species or genus level. Five different indices are calculated, based either on the diversity or the species' sensitivity to eutrophication/organic pollution/sedimentation or combination of these parameters. The assessment of ecological status is done for all indices in combination, and it is the averager of several samples taken at the same location.";"composite index (a)";"Reported as scaled values (EQR) or normalised scaled values (nEQR), which is identical? ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies"
"mar";"MBH";"";"Shannon-Wiener diversitetsindeks marin bløtbunnsfauna";"2";"NIVA + Vannmiljø";;"1";"annet";"B1a";"B1a";"bm";"p";"mdc";"";"Index based on number of species and  the distribution of individuals among the species in the sample";"";" ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies"
