et,lvl,gg,nn,nn_c2,st_max,st0.1,st0.2,st0.3,dir0.n.p,dir0.n.n,dir0.n.u,dir0.n.x,tsd,tsd_c2,trs,trs_c2,srs,srs_c2,etl0.cc,etl0.fo,etl0.so,etl0.lm,cpl_ok.n,cpl0.n.a,cpl0.n.ai,cpl0.n.aqi,cpl0.n.d,cpl0.n.dn,cpl0.n.e,cpl0.n.n,cpl0.n.o,cpl0.n.q,cpl0.n.qo,cpl0.n.r,cpl0.n.s,cpl0.n.sq,cpl0.n.t,cpl0.n.tq,cpl0.n.xd,cpl0.n.xt,ect_s.n,hosts,iid.n,dir_d.n,nm,nv,dir0.e.p,dir0.e.n,dir0.e.u,dir0.e.x,cpl_ok.e,cpl0.e.a,cpl0.e.ai,cpl0.e.aqi,cpl0.e.d,cpl0.e.dn,cpl0.e.e,cpl0.e.n,cpl0.e.o,cpl0.e.q,cpl0.e.qo,cpl0.e.r,cpl0.e.s,cpl0.e.sq,cpl0.e.t,cpl0.e.tq,cpl0.e.xd,cpl0.e.xt,ect_s.e,iid.e,dir_d.e,n,cpl_ok,cpl0.a,cpl0.ai,cpl0.aqi,cpl0.d,cpl0.dn,cpl0.e,cpl0.n,cpl0.o,cpl0.q,cpl0.qo,cpl0.r,cpl0.s,cpl0.sq,cpl0.t,cpl0.tq,cpl0.xd,cpl0.xt,dir0.p,dir0.n,dir0.u,dir0.x,ect_s,id,et_label
e,chr,C1 | Landscape naturalness,1,1,3,0,0,1,1,0,0,0,1988,1988,5,5,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.10, sk.13, vs.02",p,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e.e8,p,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"e.e8, fj.10, sk.13, vs.02",e: Forests and woodlands
f,all,all,34,15,3,5,28,1,16,2,14,0,1907,1907,1,1,2,3,8,18,3,2,22,1,0,0,2,0,1,0,4,0,1,0,0,0,1,0,2,0,"B1a, B2, B3","MDir, NASA, NINA, NTNU, Statens kartverk","fj.01, fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, sk.01, sk.02, sk.03, sk.04, sk.10, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.11, vs.16, vs.17, vs.28, vs.29, vs.30, vs.37, vs.38, vs.41, vs.41b, vs.41c, vs.41d, vs.45, vs.47, vs.48, vs.50, vs.52, vs.53, vs.64, vs.71, vs.72, vs.74",x,0,7,21,17,8,0,21,0,0,1,3,1,1,0,3,7,0,3,3,1,0,1,0,1,"A2, B1a, B2, B3, C1","e.f1, e.f2, e.f3, e.f4, e.f5, e.f6, e.f7",p,41,43,1,0,1,5,1,2,0,7,7,1,3,3,1,1,1,2,1,37,19,22,0,"A2, B1a, B2, B3, C1","e.f1, e.f2, e.f3, e.f4, e.f5, e.f6, e.f7, fj.01, fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, sk.01, sk.02, sk.03, sk.04, sk.10, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.11, vs.16, vs.17, vs.28, vs.29, vs.30, vs.37, vs.38, vs.41, vs.41b, vs.41c, vs.41d, vs.45, vs.47, vs.48, vs.50, vs.52, vs.53, vs.64, vs.71, vs.72, vs.74",f: Heathland and shrub
f,cls,A1,2,1,2,0,2,0,0,1,1,0,2019,2019,5,5,8,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,MDir,"fj.15, sk.03, vs.30",x,0,1,1,5,3,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,"A2, C1",e.f1,p,3,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,1,6,4,0,"A2, B1a, C1","e.f1, fj.15, sk.03, vs.30",f: Heathland and shrub
f,cls,A2,3,2,2,0,3,0,0,0,3,0,2019,2019,5,5,8,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,1,3,4,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A2,e.f2,p,4,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,4,3,0,"A2, B1a","e.f2, fj.13, sk.02, vs.03, vs.41, vs.41b",f: Heathland and shrub
f,cls,B1a,10,6,2,2,8,0,8,0,2,0,1990,1990,1,1,7,7,8,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"B2, B3","MDir, NINA","fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, sk.10, vs.29, vs.48",p,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,10,9,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,2,2,0,"B2, B3","fj.02, fj.03, fj.04, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, sk.10, vs.29, vs.48",f: Heathland and shrub
f,cls,B1b,6,0,2,1,5,0,5,0,0,0,1990,0,1,0,8,0,0,4,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"B2, B3","MDir, NINA","fj.12, sk.12, vs.06, vs.16, vs.17, vs.37, vs.38, vs.47, vs.50, vs.52",p,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,,e.f3,p,7,3,1,0,1,0,0,0,0,2,5,0,1,0,0,0,0,0,0,12,0,0,0,"B2, B3","e.f3, fj.12, sk.12, vs.06, vs.16, vs.17, vs.37, vs.38, vs.47, vs.50, vs.52",f: Heathland and shrub
f,cls,B2,3,1,2,1,2,0,0,1,2,0,2000,2000,1,1,2,3,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,B3,"NASA, NINA","fj.01, sk.01, vs.05, vs.28",u,0,1,3,1,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",e.f4,p,4,4,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,4,0,"B3, C1","e.f4, fj.01, sk.01, vs.05, vs.28",f: Heathland and shrub
f,cls,B3,8,4,2,0,8,0,2,0,5,0,1907,1907,5,5,7,7,0,7,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"B1a, B2","MDir, NINA, NTNU","fj.14, vs.04, vs.11, vs.41c, vs.41d, vs.45, vs.53, vs.64, vs.71, vs.72, vs.74",x,0,1,3,2,2,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"B1a, C1",e.f5,p,9,9,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,5,2,7,0,"B1a, B2, C1","e.f5, fj.14, vs.04, vs.11, vs.41c, vs.41d, vs.45, vs.53, vs.64, vs.71, vs.72, vs.74",f: Heathland and shrub
f,cls,C1,2,1,3,1,0,1,1,0,1,0,1988,1988,5,5,8,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"MDir, Statens kartverk","fj.10, fj.11, sk.13, vs.02",x,0,2,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,"e.f6, e.f7",p,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,B2,"e.f6, e.f7, fj.10, fj.11, sk.13, vs.02",f: Heathland and shrub
f,cls,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,,,f: Heathland and shrub
f,chr,A1 | Mean temperature,1,0,2,0,1,0,0,1,0,0,2019,0,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,B1a,fj.15,f: Heathland and shrub
f,chr,A1 | Water physical availability/permanence,1,1,2,0,1,0,0,0,1,0,2019,2019,5,5,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,1,0,2,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,e.f1,n,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,B1a,"e.f1, sk.03, vs.30",f: Heathland and shrub
f,chr,A2 | Soil chemical quality,3,2,2,0,3,0,0,0,3,0,2019,2019,5,5,8,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,B1a,"fj.13, sk.02, vs.03, vs.41, vs.41b",f: Heathland and shrub
f,chr,A2 | Soil organic carbon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e.f2,p,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,e.f2,f: Heathland and shrub
f,chr,B1a | Birds abundance,3,2,2,1,2,0,3,0,0,0,2010,2010,1,1,8,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.04, fj.05, fj.08",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,"fj.04, fj.05, fj.08",f: Heathland and shrub
f,chr,B1a | Insect abundance,1,0,2,0,1,0,1,0,0,0,2020,0,5,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,NINA,vs.48,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B2,vs.48,f: Heathland and shrub
f,chr,B1a | Invasive species abundance,1,1,2,0,1,0,1,0,0,0,2019,2019,5,5,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.09, sk.04, vs.29",p,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,,"fj.09, sk.04, vs.29",f: Heathland and shrub
f,chr,B1a | Mammals abundance,5,3,2,1,4,0,3,0,2,0,1990,1990,1,1,7,7,5,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,B3,"MDir, NINA","fj.02, fj.03, fj.06, fj.07, sk.10",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,B3,"fj.02, fj.03, fj.06, fj.07, sk.10",f: Heathland and shrub
f,chr,B1b | Birds diversity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,e.f3,p,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,,e.f3,f: Heathland and shrub
f,chr,B1b | Insects diversity,5,0,2,0,5,0,4,0,0,0,2009,0,1,0,8,0,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"B2, B3",NINA,"vs.16, vs.17, vs.37, vs.38, vs.47, vs.50, vs.52",p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,p,5,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,"B2, B3","vs.16, vs.17, vs.37, vs.38, vs.47, vs.50, vs.52",f: Heathland and shrub
f,chr,B1b | Overall compositional status,1,0,1,1,0,0,1,0,0,0,1990,0,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,p,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,,"fj.12, sk.12, vs.06",f: Heathland and shrub
f,chr,B2 | Total vegetation cover,2,1,2,1,1,0,0,0,2,0,2000,2000,1,1,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B3,NASA,"fj.01, sk.01",u,0,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",e.f4,p,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,"B3, C1","e.f4, fj.01, sk.01",f: Heathland and shrub
f,chr,B2 | Tree & shrub layer cover,1,0,2,0,1,0,0,1,0,0,2010,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,NINA,"vs.05, vs.28",n,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,"vs.05, vs.28",f: Heathland and shrub
f,chr,B3 | Disturbance intensity / ecosystem age,4,2,2,0,4,0,1,0,3,0,2019,2019,5,5,8,8,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"MDir, NINA","fj.14, vs.04, vs.41c, vs.41d, vs.64",u,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C1,e.f5,p,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,4,0,"B1a, C1","e.f5, fj.14, vs.04, vs.41c, vs.41d, vs.64",f: Heathland and shrub
f,chr,B3 | Functions underlying key ES,1,0,2,0,1,0,1,0,0,0,2020,0,5,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,NINA,"vs.45, vs.72",p,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,B1a,,p,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,B1a,"vs.45, vs.72",f: Heathland and shrub
f,chr,B3 | Trophic balance,3,2,2,0,3,0,0,0,2,0,1907,1907,10,10,7,7,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B1a, B2","NINA, NTNU","vs.11, vs.53, vs.71, vs.74",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"B1a, B2","vs.11, vs.53, vs.71, vs.74",f: Heathland and shrub
f,chr,C1 | Landscape connectivity & fragmentation,1,0,1,1,0,0,0,0,1,0,2021,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Statens kartverk,"fj.11, vs.02",u,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e.f6,p,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,,"e.f6, fj.11, vs.02",f: Heathland and shrub
f,chr,C1 | Landscape naturalness,1,1,3,0,0,1,1,0,0,0,1988,1988,5,5,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.10, sk.13, vs.02",p,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e.f7,p,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"e.f7, fj.10, sk.13, vs.02",f: Heathland and shrub
g,all,all,24,1,3,14,8,2,12,1,11,0,1907,1988,1,5,3,8,6,13,2,2,15,1,0,0,1,0,1,0,2,0,1,0,0,0,1,0,2,0,"B1a, B2, B3","MDir, NASA, NINA, NTNU, NVE, Statens kartverk","fj.01, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, fj.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.11, vs.16, vs.17, vs.29, vs.30, vs.37, vs.38, vs.41, vs.41b, vs.41d, vs.64, vs.71, vs.74",x,0,3,21,17,8,0,21,0,0,1,3,1,1,0,3,7,0,3,3,1,0,1,0,1,"A2, B1a, B2, B3, C1","e.g1, e.g2, e.g3",p,27,36,1,0,1,4,1,2,0,5,7,1,3,3,1,1,1,2,1,33,18,19,0,"A2, B1a, B2, B3, C1","e.g1, e.g2, e.g3, fj.01, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, fj.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.11, vs.16, vs.17, vs.29, vs.30, vs.37, vs.38, vs.41, vs.41b, vs.41d, vs.64, vs.71, vs.74",g: Sparsely vegetated ecosystems
g,cls,A1,3,0,3,1,1,1,1,1,1,0,1966,0,5,0,8,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,B1a,"MDir, NVE","fj.15, fj.16, sk.03, vs.30",x,0,1,1,5,3,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,"A2, C1",e.g1,p,4,5,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,0,2,6,4,0,"A2, B1a, C1","e.g1, fj.15, fj.16, sk.03, vs.30",g: Sparsely vegetated ecosystems
g,cls,A2,3,0,1,3,0,0,0,0,3,0,2019,0,5,0,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A2,,p,3,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,4,3,0,"A2, B1a","fj.13, sk.02, vs.03, vs.41, vs.41b",g: Sparsely vegetated ecosystems
g,cls,B1a,6,0,2,2,4,0,6,0,0,0,1990,0,1,0,7,0,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,"MDir, NINA","fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, vs.29",p,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,e.g2,n,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,B3,"e.g2, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, vs.29",g: Sparsely vegetated ecosystems
g,cls,B1b,3,0,1,3,0,0,3,0,0,0,1990,0,1,0,8,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,B2,"MDir, NINA","fj.12, sk.12, vs.06, vs.16, vs.17, vs.37, vs.38",p,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,,,p,3,0,1,0,1,0,0,0,0,2,5,0,1,0,0,0,0,0,0,10,0,0,0,B2,"fj.12, sk.12, vs.06, vs.16, vs.17, vs.37, vs.38",g: Sparsely vegetated ecosystems
g,cls,B2,2,0,1,2,0,0,0,0,2,0,2000,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B3,NASA,"fj.01, sk.01",u,0,1,3,1,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",e.g3,p,3,4,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,4,0,"B3, C1","e.g3, fj.01, sk.01",g: Sparsely vegetated ecosystems
g,cls,B3,5,0,2,2,3,0,1,0,4,0,1907,0,5,0,7,0,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B1a, B2","MDir, NINA, NTNU","fj.14, vs.04, vs.11, vs.41d, vs.64, vs.71, vs.74",u,0,0,3,2,2,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"B1a, C1",,p,5,7,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,4,2,6,0,"B1a, B2, C1","fj.14, vs.04, vs.11, vs.41d, vs.64, vs.71, vs.74",g: Sparsely vegetated ecosystems
g,cls,C1,2,1,3,1,0,1,1,0,1,0,1988,1988,5,5,8,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"MDir, Statens kartverk","fj.10, fj.11, sk.13, vs.02",x,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,,p,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,B2,"fj.10, fj.11, sk.13, vs.02",g: Sparsely vegetated ecosystems
g,cls,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,,,g: Sparsely vegetated ecosystems
g,chr,A1 | Mean temperature,1,0,2,0,1,0,0,1,0,0,2019,0,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,B1a,fj.15,g: Sparsely vegetated ecosystems
g,chr,A1 | Permanent ice cover,1,0,3,0,0,1,1,0,0,0,1966,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,NVE,fj.16,p,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,e.g1,p,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"e.g1, fj.16",g: Sparsely vegetated ecosystems
g,chr,A1 | Water physical availability/permanence,1,0,1,1,0,0,0,0,1,0,2019,0,5,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,0,0,2,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,B1a,"sk.03, vs.30",g: Sparsely vegetated ecosystems
g,chr,A2 | Soil chemical quality,3,0,1,3,0,0,0,0,3,0,2019,0,5,0,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,B1a,"fj.13, sk.02, vs.03, vs.41, vs.41b",g: Sparsely vegetated ecosystems
g,chr,B1a | Birds abundance,2,0,2,0,2,0,2,0,0,0,2010,0,1,0,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.05, fj.08",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"fj.05, fj.08",g: Sparsely vegetated ecosystems
g,chr,B1a | Invasive species abundance,1,0,2,0,1,0,1,0,0,0,2019,0,5,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.09, sk.04, vs.29",p,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,e.g2,n,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,,"e.g2, fj.09, sk.04, vs.29",g: Sparsely vegetated ecosystems
g,chr,B1a | Mammals abundance,3,0,2,2,1,0,3,0,0,0,1990,0,1,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,"MDir, NINA","fj.03, fj.06, fj.07",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,B3,"fj.03, fj.06, fj.07",g: Sparsely vegetated ecosystems
g,chr,B1b | Insects diversity,2,0,1,2,0,0,2,0,0,0,2009,0,1,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,B2,NINA,"vs.16, vs.17, vs.37, vs.38",p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,p,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,B2,"vs.16, vs.17, vs.37, vs.38",g: Sparsely vegetated ecosystems
g,chr,B1b | Overall compositional status,1,0,1,1,0,0,1,0,0,0,1990,0,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,p,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,,"fj.12, sk.12, vs.06",g: Sparsely vegetated ecosystems
